Fecha,Hora,Turno,Historical_Weight_g,Temperatura (°C),Viscosidad (mPa.s),Presión (bar),% Reproceso,Etapa,Optimized_Weight_g
2025-05-29,06:03,noche,20.8568,16.83,1910,7.0,4,Depositado,15.490191955559975
2025-05-30,06:45,mañana,20.0507,16.32,1939,7.0,4,Depositado,15.93264829138886
2025-05-30,07:05,mañana,20.0927,17.8,1752,5.5,0,Depositado,16.17938556394899
2025-05-30,08:29,mañana,21.0739,20.08,1686,7.5,9,Depositado,16.375589263024008
2025-05-30,09:45,mañana,20.4468,17.75,1781,6.5,3,Depositado,16.018523695104943
2025-05-30,10:23,mañana,20.4185,21.67,1499,6.0,7,Depositado,16.407153886392823
2025-05-30,11:16,mañana,21.0018,21.96,1510,6.0,7,Depositado,15.654974635446278
2025-05-30,12:34,mañana,20.0163,23.07,1418,7.0,9,Depositado,15.574154390161212
2025-05-30,13:38,mañana,21.5606,24.04,1311,5.5,4,Depositado,15.986113075275846
2025-05-30,14:49,mañana,21.2876,25.28,1176,4.0,2,Depositado,16.096016362234828
2025-05-30,14:38,tarde,23.4884,27.15,1092,4.5,4,Depositado,15.991826312976476
2025-05-30,15:54,tarde,22.5878,25.91,1085,4.0,1,Depositado,15.48313947499003
2025-05-30,16:24,tarde,21.6988,23.08,1297,5.5,4,Depositado,15.977719990121804
2025-05-30,17:13,tarde,21.4352,23.17,1349,5.0,4,Depositado,15.673882624873787
2025-05-30,18:06,tarde,21.4744,21.87,1627,8.0,15,Depositado,16.16741813720751
2025-05-30,19:37,tarde,21.9911,22.33,1348,5.0,2,Depositado,16.09164956152421
2025-05-30,20:15,tarde,21.7668,20.77,1506,5.0,2,Depositado,15.765030053418162
2025-05-30,21:35,tarde,21.1682,21.67,1393,4.5,1,Depositado,15.871533270665827
2025-05-30,22:39,tarde,20.8075,21.04,1492,5.0,2,Depositado,15.735196619527763
2025-05-30,22:37,noche,20.9601,18.78,1698,6.0,4,Depositado,15.984330225681708
2025-05-30,23:41,noche,20.5724,21.39,1421,5.0,1,Depositado,16.23878558012531
2025-05-30,00:35,noche,21.0179,20.07,1563,6.0,2,Depositado,15.753568488416114
2025-05-30,01:10,noche,20.8228,18.91,1604,5.0,0,Depositado,16.12601162887946
2025-05-30,02:23,noche,19.5335,17.27,1813,6.0,1,Depositado,15.86743559540689
2025-05-30,03:11,noche,21.1149,16.88,1965,8.0,6,Depositado,15.801781791934413
2025-05-30,04:03,noche,20.9468,17.67,1872,8.0,8,Depositado,15.97324241001136
2025-05-30,05:11,noche,20.0223,15.32,2203,8.0,10,Depositado,15.741189419395157
2025-05-30,06:37,noche,21.1466,15.2,2082,7.0,2,Depositado,15.861587673663205
2025-06-02,06:56,mañana,19.777,16.82,1919,7.0,5,Depositado,15.700530526852788
2025-06-02,07:29,mañana,20.703,17.65,1854,7.0,5,Depositado,16.491181283229096
2025-06-02,08:41,mañana,20.2167,18.75,1721,7.0,4,Depositado,16.00881588799293
2025-06-02,09:05,mañana,20.7495,18.88,1682,6.0,1,Depositado,15.825068623001854
2025-06-02,10:00,mañana,20.6806,22.45,1415,6.0,7,Depositado,16.053494977683556
2025-06-02,11:04,mañana,20.3843,23.13,1352,4.5,3,Depositado,15.971917987577292
2025-06-02,12:19,mañana,22.3806,23.07,1415,7.0,10,Depositado,15.944757600116695
2025-06-02,13:07,mañana,20.8595,23.1,1331,5.0,3,Depositado,16.153541675010857
2025-06-02,14:31,mañana,19.838,25.72,1166,5.0,6,Depositado,16.189376927511827
2025-06-02,14:52,tarde,22.3389,27.23,1040,4.0,2,Depositado,15.867374713097368
2025-06-02,15:33,tarde,22.0087,26.02,1175,5.5,9,Depositado,15.85604543983883
2025-06-02,16:00,tarde,21.428,23.21,1284,4.5,3,Depositado,15.931237075712088
2025-06-02,17:04,tarde,23.32,22.72,1457,8.0,12,Depositado,15.424519708816105
2025-06-02,18:33,tarde,22.1434,23.72,1312,5.5,5,Depositado,15.621202234450362
2025-06-02,19:49,tarde,21.3973,22.68,1425,6.5,8,Depositado,16.341718566861132
2025-06-02,20:27,tarde,22.3725,21.29,1560,7.5,8,Depositado,16.411241928375322
2025-06-02,21:21,tarde,21.894,19.45,1778,8.0,14,Depositado,15.937740990110905
2025-06-02,22:12,tarde,22.6799,20.46,1664,8.0,12,Depositado,16.14413924076394
2025-06-02,22:01,noche,20.4674,19.92,1525,5.0,0,Depositado,16.077812538635882
2025-06-02,23:58,noche,21.3371,19.18,1735,7.5,7,Depositado,16.76972020211381
2025-06-02,00:26,noche,20.044,17.98,1845,7.5,8,Depositado,16.279893727858646
2025-06-02,01:27,noche,21.6271,17.56,1860,8.0,7,Depositado,15.968020602129808
2025-06-02,02:22,noche,20.0059,17.88,1802,7.0,4,Depositado,15.761114889849894
2025-06-02,03:08,noche,20.6962,17.11,1787,5.5,0,Depositado,15.598388419935606
2025-06-02,04:35,noche,19.8282,14.78,2225,8.0,6,Depositado,16.050865908966806
2025-06-02,05:51,noche,19.7674,16.61,1977,7.5,5,Depositado,15.810912313678925
2025-06-02,06:19,noche,20.4872,16.02,1990,6.5,2,Depositado,15.644436572600581
2025-06-03,06:00,mañana,20.7562,15.64,2005,6.5,0,Depositado,15.838356778939369
2025-06-03,07:09,mañana,19.9966,20.19,1632,7.0,7,Depositado,15.729612999096402
2025-06-03,08:57,mañana,20.9849,18.55,1722,6.5,3,Depositado,16.42178540876814
2025-06-03,09:32,mañana,20.2956,19.15,1811,8.0,12,Depositado,16.220409939237364
2025-06-03,10:28,mañana,20.0952,22.26,1367,5.0,1,Depositado,15.998006839670845
2025-06-03,11:38,mañana,20.5652,22.05,1379,5.5,4,Depositado,16.36998603472251
2025-06-03,12:32,mañana,21.0945,23.64,1276,5.5,5,Depositado,16.019342076911904
2025-06-03,13:30,mañana,20.4791,26.65,1085,4.0,4,Depositado,15.784678949667935
2025-06-03,14:21,mañana,20.3859,25.31,1238,5.5,7,Depositado,16.380781019317414
2025-06-03,14:31,tarde,21.8796,23.4,1261,4.5,2,Depositado,16.134727510921163
2025-06-03,15:18,tarde,22.2992,24.85,1193,4.5,3,Depositado,15.740688461418387
2025-06-03,16:15,tarde,21.9823,23.22,1374,6.0,8,Depositado,15.952415330479099
2025-06-03,17:38,tarde,20.8385,22.78,1305,4.0,0,Depositado,15.78109543665381
2025-06-03,18:46,tarde,21.6447,23.32,1316,5.5,6,Depositado,15.654300067258916
2025-06-03,19:48,tarde,21.1086,21.82,1403,5.5,3,Depositado,16.23154438688291
2025-06-03,20:26,tarde,21.4914,22.4,1410,6.0,4,Depositado,16.47735416011753
2025-06-03,21:11,tarde,20.4228,21.63,1421,5.5,2,Depositado,15.650358106545214
2025-06-03,22:44,tarde,22.2851,18.94,1773,8.0,9,Depositado,16.140742309172644
2025-06-03,22:23,noche,20.8405,20.65,1592,6.5,4,Depositado,15.837339357719543
2025-06-03,23:00,noche,20.6535,21.23,1528,7.5,9,Depositado,15.878218654058825
2025-06-03,00:53,noche,21.7745,18.34,1787,7.5,6,Depositado,15.851901518940283
2025-06-03,01:45,noche,20.0546,20.12,1532,5.0,1,Depositado,15.784002307580046
2025-06-03,02:22,noche,21.4065,18.41,1672,5.5,1,Depositado,16.012130406986206
2025-06-03,03:50,noche,20.3358,19.1,1685,6.5,4,Depositado,15.79226247089724
2025-06-03,04:43,noche,21.6238,16.09,1943,7.0,2,Depositado,16.06761420644496
2025-06-03,05:32,noche,20.3471,16.26,2014,8.0,5,Depositado,15.987440472637715
2025-06-03,06:16,noche,20.9903,15.52,1995,7.0,2,Depositado,15.940262988283397
2025-06-04,06:17,mañana,20.9646,15.67,2040,7.5,2,Depositado,15.773109084489601
2025-06-04,07:00,mañana,19.7683,18.02,1739,6.0,1,Depositado,15.855807167357916
2025-06-04,08:28,mañana,21.1241,18.44,1849,8.0,11,Depositado,16.18884780645644
2025-06-04,09:02,mañana,20.9299,20.06,1678,8.0,9,Depositado,16.125229296906095
2025-06-04,10:45,mañana,20.7809,22.19,1417,5.5,4,Depositado,15.755611188800362
2025-06-04,11:28,mañana,20.4778,22.5,1393,6.0,5,Depositado,16.024833076357307
2025-06-04,12:05,mañana,20.8107,23.82,1309,6.0,5,Depositado,16.187846780842946
2025-06-04,13:30,mañana,19.4328,22.84,1362,5.0,4,Depositado,15.582648679719657
2025-06-04,14:08,mañana,20.8068,27.0,1184,5.5,10,Depositado,16.135840048094984
2025-06-04,14:17,tarde,22.5636,26.52,1082,4.5,4,Depositado,15.834344060263538
2025-06-04,15:57,tarde,21.2861,25.39,1158,4.0,1,Depositado,16.14264966714829
2025-06-04,16:28,tarde,21.3596,24.28,1236,4.5,2,Depositado,15.80918521086437
2025-06-04,17:35,tarde,21.3795,23.64,1251,4.0,1,Depositado,15.54877947483387
2025-06-04,18:25,tarde,22.0511,22.74,1364,5.0,3,Depositado,15.593114390529209
2025-06-04,19:51,tarde,22.0205,21.77,1402,5.0,1,Depositado,16.012021236665344
2025-06-04,20:15,tarde,21.3393,23.2,1393,6.5,8,Depositado,16.06493062543037
2025-06-04,21:25,tarde,21.6749,19.73,1812,8.0,15,Depositado,15.773920843723898
2025-06-04,22:03,tarde,23.6238,19.26,1693,6.0,4,Depositado,16.159648114694342
2025-06-04,22:44,noche,20.7084,21.22,1409,4.5,1,Depositado,15.58461998443276
2025-06-04,23:14,noche,20.4462,19.48,1589,5.5,1,Depositado,15.983480050338171
2025-06-04,00:45,noche,20.1947,18.12,1764,6.5,4,Depositado,15.697245950059386
2025-06-04,01:14,noche,20.4103,17.38,1945,8.0,10,Depositado,15.83704097304946
2025-06-04,02:40,noche,20.1363,18.12,1748,6.5,1,Depositado,16.011849667829104
2025-06-04,03:09,noche,19.5974,16.46,2030,8.0,7,Depositado,15.784896658679012
2025-06-04,04:38,noche,19.7466,16.92,1878,7.5,3,Depositado,15.903861113942543
2025-06-04,05:39,noche,21.1179,17.14,1896,7.5,3,Depositado,16.25157320230361
2025-06-04,06:34,noche,19.8553,17.01,1967,8.0,9,Depositado,15.855777032619212
2025-06-05,06:12,mañana,19.5488,16.29,1968,7.5,3,Depositado,16.208923028016287
2025-06-05,07:15,mañana,20.7065,16.49,1973,7.5,5,Depositado,15.717573286335595
2025-06-05,08:14,mañana,19.8203,16.0,1945,6.5,1,Depositado,16.13245104447882
2025-06-05,09:09,mañana,20.0844,19.37,1657,7.0,4,Depositado,16.360392155164476
2025-06-05,10:24,mañana,20.4706,20.33,1652,7.0,8,Depositado,15.382088874968177
2025-06-05,11:40,mañana,20.2456,19.77,1570,5.5,2,Depositado,15.800776186132381
2025-06-05,12:41,mañana,20.7339,22.48,1353,5.0,3,Depositado,16.144268031795136
2025-06-05,13:55,mañana,20.7053,24.44,1218,4.5,3,Depositado,15.949238653489251
2025-06-05,14:38,mañana,20.8075,25.94,1073,4.0,1,Depositado,16.092786468342826
2025-06-05,14:24,tarde,22.3115,26.56,1139,5.0,6,Depositado,15.849003703321046
2025-06-05,15:52,tarde,22.5151,25.88,1129,4.0,3,Depositado,16.021647446868226
2025-06-05,16:33,tarde,21.3611,24.25,1240,5.0,4,Depositado,15.961080691151981
2025-06-05,17:07,tarde,20.6478,21.95,1467,5.5,3,Depositado,16.29194551541495
2025-06-05,18:19,tarde,22.3626,23.33,1244,4.0,0,Depositado,16.063605210825305
2025-06-05,19:30,tarde,22.2118,21.2,1482,6.0,6,Depositado,16.0844006655188
2025-06-05,20:39,tarde,22.6487,21.93,1401,5.0,1,Depositado,15.897030758469382
2025-06-05,21:26,tarde,21.7338,19.97,1695,8.0,9,Depositado,15.878098443981877
2025-06-05,22:04,tarde,22.3073,18.62,1675,6.0,3,Depositado,15.891860453045094
2025-06-05,22:34,noche,21.6287,19.77,1667,7.5,8,Depositado,16.098613035594575
2025-06-05,23:59,noche,20.1032,19.71,1709,8.0,10,Depositado,15.894753879794933
2025-06-05,00:49,noche,21.1507,18.74,1726,7.0,5,Depositado,16.072443714224104
2025-06-05,01:55,noche,20.514,15.82,2031,7.5,4,Depositado,16.518850199661358
2025-06-05,02:44,noche,20.5948,17.41,1845,7.5,4,Depositado,16.217781175857922
2025-06-05,03:48,noche,20.5592,18.74,1735,7.0,4,Depositado,15.91849411695804
2025-06-05,04:33,noche,19.7419,16.56,1922,7.0,2,Depositado,16.300303480540986
2025-06-05,05:23,noche,20.8386,17.23,1887,8.0,6,Depositado,15.897981156744612
2025-06-05,06:44,noche,20.7431,15.67,2023,8.0,4,Depositado,15.490468866205536
2025-06-06,06:49,mañana,20.9093,17.54,1807,6.5,2,Depositado,15.747978422270648
2025-06-06,07:21,mañana,19.1672,17.2,1973,8.0,11,Depositado,15.532302019743536
2025-06-06,08:04,mañana,21.1205,17.59,1872,8.0,6,Depositado,15.912121628989674
2025-06-06,09:45,mañana,20.62,19.86,1646,6.5,6,Depositado,16.00460459479739
2025-06-06,10:42,mañana,19.7213,21.46,1441,5.5,3,Depositado,16.41910932806882
2025-06-06,11:25,mañana,19.9238,21.14,1422,4.5,1,Depositado,16.08173184344104
2025-06-06,12:29,mañana,19.8408,24.85,1147,4.0,1,Depositado,15.945224867797783
2025-06-06,13:58,mañana,19.7832,24.03,1222,4.5,3,Depositado,16.207351395295873
2025-06-06,14:39,mañana,20.868,25.38,1253,5.5,9,Depositado,15.447216172748028
2025-06-06,14:00,tarde,21.1262,24.68,1217,5.0,6,Depositado,16.05890363952714
2025-06-06,15:14,tarde,21.7056,28.03,1072,5.5,10,Depositado,16.19271629847174
2025-06-06,16:14,tarde,22.4444,24.95,1284,6.5,10,Depositado,15.630353438555039
2025-06-06,17:36,tarde,21.443,25.01,1182,4.5,5,Depositado,16.28593851080173
2025-06-06,18:43,tarde,22.8119,24.16,1220,4.0,1,Depositado,16.084624101873604
2025-06-06,19:47,tarde,22.7112,21.42,1509,6.0,5,Depositado,15.8961780215248
2025-06-06,20:30,tarde,22.093,20.96,1523,6.0,5,Depositado,16.15819546652657
2025-06-06,21:45,tarde,22.8781,20.83,1504,6.5,4,Depositado,16.567673214451098
2025-06-06,22:18,tarde,20.7909,19.25,1645,6.0,4,Depositado,16.045466563764624
2025-06-06,22:57,noche,20.6436,20.34,1596,6.5,7,Depositado,16.062055146575084
2025-06-06,23:24,noche,19.6988,20.64,1487,5.5,1,Depositado,15.88515977511494
2025-06-06,00:38,noche,20.0157,17.92,1793,7.0,3,Depositado,15.787538907633802
2025-06-06,01:28,noche,20.982,17.46,1950,8.0,10,Depositado,16.207583954136062
2025-06-06,02:32,noche,20.5115,17.35,1835,6.5,2,Depositado,15.785979043522783
2025-06-06,03:08,noche,21.1933,18.43,1771,7.0,5,Depositado,16.017891559304847
2025-06-06,04:37,noche,20.5107,17.47,1881,7.5,4,Depositado,15.880585638308721
2025-06-06,05:18,noche,19.6695,17.05,1911,7.5,5,Depositado,16.119744956436598
2025-06-06,06:19,noche,20.1566,14.14,2228,8.0,4,Depositado,16.083415526321737
2025-06-09,06:24,mañana,19.6265,14.7,2347,8.0,15,Depositado,16.259384986064475
2025-06-09,07:23,mañana,20.3788,19.0,1687,6.5,4,Depositado,15.872495900286314
2025-06-09,08:07,mañana,20.2698,16.67,1916,7.0,3,Depositado,15.932531266176657
2025-06-09,09:30,mañana,20.7408,20.42,1535,5.5,2,Depositado,15.755309071054423
2025-06-09,10:04,mañana,21.1496,22.19,1359,5.0,1,Depositado,15.888926684980973
2025-06-09,11:24,mañana,20.5941,21.29,1474,6.0,3,Depositado,16.094325123261214
2025-06-09,12:09,mañana,19.7635,21.57,1438,5.5,3,Depositado,16.18924715416134
2025-06-09,13:38,mañana,21.2491,22.26,1377,5.5,3,Depositado,15.769458668955593
2025-06-09,14:33,mañana,19.7108,25.8,1173,5.5,6,Depositado,16.217401480026414
2025-06-09,14:59,tarde,20.8803,26.18,1076,4.0,1,Depositado,16.33890946470124
2025-06-09,15:24,tarde,21.7373,26.26,1125,4.5,5,Depositado,16.103358725805926
2025-06-09,16:43,tarde,23.2844,25.73,1115,5.0,5,Depositado,16.469198953139518
2025-06-09,17:13,tarde,22.2098,23.75,1210,4.0,0,Depositado,15.806552700224106
2025-06-09,18:11,tarde,22.2381,21.92,1487,7.0,7,Depositado,15.688836324172145
2025-06-09,19:18,tarde,21.5945,22.85,1334,5.5,4,Depositado,15.55531993777393
2025-06-09,20:00,tarde,21.0038,20.71,1514,5.5,1,Depositado,16.374011077872296
2025-06-09,21:29,tarde,22.1527,23.71,1347,5.5,6,Depositado,16.163591414088515
2025-06-09,22:23,tarde,21.081,18.69,1689,6.0,0,Depositado,15.986103832272386
2025-06-09,22:09,noche,19.4507,21.23,1435,4.5,0,Depositado,16.069992156579954
2025-06-09,23:11,noche,20.0399,18.98,1697,7.0,4,Depositado,15.718627738175407
2025-06-09,00:42,noche,20.2609,20.15,1673,8.0,10,Depositado,16.611437994904207
2025-06-09,01:30,noche,19.1066,17.15,1889,7.0,4,Depositado,16.032305295493806
2025-06-09,02:53,noche,20.6106,19.02,1780,7.0,7,Depositado,16.027348698651224
2025-06-09,03:17,noche,21.0747,17.56,1879,7.5,4,Depositado,16.181441655974673
2025-06-09,04:15,noche,19.391,17.09,1923,8.0,6,Depositado,16.120252307934177
2025-06-09,05:03,noche,21.5062,16.19,1985,8.0,3,Depositado,16.055971006069782
2025-06-09,06:43,noche,20.8099,16.63,1947,8.0,5,Depositado,15.802381386138672
2025-06-10,06:00,mañana,21.2402,16.35,1957,7.5,3,Depositado,16.117867089283997
2025-06-10,07:48,mañana,19.7095,18.35,1750,6.5,3,Depositado,16.47050612411876
2025-06-10,08:47,mañana,20.9255,18.24,1745,6.0,0,Depositado,16.336355011538746
2025-06-10,09:56,mañana,20.5706,19.64,1668,6.5,5,Depositado,16.39829665665985
2025-06-10,10:06,mañana,19.6848,21.13,1495,5.5,4,Depositado,15.872196080892204
2025-06-10,11:05,mañana,20.9555,20.88,1530,6.5,5,Depositado,15.752598794935356
2025-06-10,12:14,mañana,19.5401,24.02,1272,5.5,5,Depositado,15.968553269975088
2025-06-10,13:51,mañana,20.4801,24.32,1230,4.0,1,Depositado,16.013931228072174
2025-06-10,14:57,mañana,19.8974,26.57,1082,4.0,4,Depositado,16.273547879617738
2025-06-10,14:02,tarde,22.992,26.8,1014,4.0,1,Depositado,15.576883842571295
2025-06-10,15:17,tarde,23.3501,25.48,1232,6.0,9,Depositado,16.382387579865153
2025-06-10,16:30,tarde,21.7918,23.84,1280,5.0,5,Depositado,15.960498025355253
2025-06-10,17:54,tarde,22.5564,22.29,1438,6.0,5,Depositado,15.893279732513145
2025-06-10,18:40,tarde,21.4412,24.21,1274,5.0,4,Depositado,15.746973906184959
2025-06-10,19:47,tarde,21.973,22.43,1348,5.0,1,Depositado,15.586285832033557
2025-06-10,20:56,tarde,21.3085,21.97,1363,4.0,0,Depositado,16.205792645990478
2025-06-10,21:46,tarde,20.7144,22.67,1323,4.5,3,Depositado,16.0183294917971
2025-06-10,22:57,tarde,22.9733,20.78,1622,7.5,8,Depositado,15.677509775064737
2025-06-10,22:18,noche,20.4706,19.86,1553,6.0,1,Depositado,15.676230306984095
2025-06-10,23:33,noche,19.8617,20.34,1568,6.0,5,Depositado,15.916053825177467
2025-06-10,00:06,noche,20.4919,17.48,1841,7.0,4,Depositado,16.41725538132235
2025-06-10,01:40,noche,21.5618,17.15,1874,7.0,4,Depositado,15.9351021621591
2025-06-10,02:35,noche,21.1922,18.52,1726,7.0,4,Depositado,15.624214261720473
2025-06-10,03:05,noche,19.6512,17.26,1778,6.0,0,Depositado,15.938564233978514
2025-06-10,04:54,noche,21.7439,19.03,1782,8.0,11,Depositado,15.931819107563083
2025-06-10,05:36,noche,20.6471,16.4,1913,6.5,1,Depositado,15.325778339264607
2025-06-10,06:16,noche,19.7751,15.81,2014,7.0,1,Depositado,15.986426283370546
